people,temperature,humidity,lightIntensity,noise,co2,pm25,airflow,energy,comfort
10,24.351984153226063,53.706364551718,379,41,971,13.104265029977817,0.21196458593203474,0.2659754536426498,73.04427111889332
10,24.476983160345014,53.1463990630021,340,41,967,18.33771534652067,0.24285358064760074,0.22344717990358823,3.8198100902216288
10,24.962263745598918,50.31891703370627,305,40,1026,13.223548758110764,0.27243168428227793,0.2694583051972958,27.1112222791058
10,24.61307874997754,52.2207263820577,375,39,1045,18.001768576484267,0.24273190693107896,0.24070490095961805,44.35483199483314
10,24.0,53.735562745255464,364,37,1060,14.410845098562346,0.2677735711625317,0.22670749451418112,3.5774332025363047
10,25.095309603223267,52.68589000470138,320,40,930,15.933537280141836,0.25229195493831197,0.2436941773646826,17.81248229957974
10,24.771693193985456,59.50380404277213,351,40,1030,15.852202417331927,0.2269438966436334,0.21056053445704576,7.134077619302283
10,25.277775316059227,58.29603161944055,334,37,933,16.4902014044747,0.25553154394634586,0.25158824003012076,23.201632553373997
10,24.466813744601776,58.960677027853855,341,43,905,16.35383766027228,0.2364179213355059,0.24847291229573448,73.14314121131663
10,25.383621332567483,53.18936414788624,320,38,1062,19.97,0.20394242115827754,0.241980247107689,73.22247292576205
10,25.791283991409067,59.13586293588831,320,37,1039,10.428395823109577,0.27023954902947434,0.24605080225407358,68.00493503443829
10,24.75132834176226,51.87260331680275,318,36,944,15.053824904141088,0.21994314786490735,0.230038593764557,83.94085012940619
10,25.27985536624341,53.239138076620634,327,45,1047,11.745613773978302,0.2748322332416735,0.2357446864084328,69.74878373140031
10,25.43475125636086,52.32975264299609,325,42,993,15.840309727080129,0.2856329807703651,0.24095546552398814,18.620312165941428
10,25.185771042457976,57.973743382265255,381,42,1072,18.02946675185794,0.2748234042272259,0.23903180056865003,60.32591997764894
10,24.240785310853507,56.61247733465281,345,35,1084,16.095617489870538,0.28381118618053325,0.2153623401029127,70.63611058555114
10,25.520378808673875,52.82528537202188,392,45,1010,12.611921494101484,0.24528067190638247,0.26322757514747946,64.8075554108417
10,24.855484287679534,53.373092236567814,356,39,1006,13.056238012210615,0.2378752414087114,0.21,43.662333033038514
10,25.754070754238334,57.591185307433946,331,45,1061,15.666515295461776,0.24966314635662734,0.2498282589289206,54.440045770999134
10,24.85448904384256,55.16238495913462,352,35,1032,16.478021401888082,0.2827937542257261,0.2288874529789653,48.29123531409841
10,25.489838634698135,51.66963522650695,377,39,922,11.976911219682899,0.26729184689580765,0.21704769828269785,6.46643017804693
10,24.758104715736852,54.07664764355238,349,38,1042,16.460329929863697,0.2821539695923508,0.27341996389052164,25.9056629280038
10,24.850357469917743,54.461872258028826,371,35,1029,12.228223149369038,0.23978491951508843,0.22274338034652189,34.15578671103744
10,24.97054618617358,52.92859987701806,357,38,1088,15.939440071806297,0.25492459303875287,0.28457295832113516,12.980601555522863
10,25.754828100495754,56.790218503903915,386,43,975,10.799726183121066,0.2602316142103557,0.24913181178224866,54.15369632513472
10,25.63621371339984,53.15601316467646,348,38,900,14.797014064222267,0.3,0.23487097265077972,52.31761467567879
10,24.425899362575798,52.550099342431274,318,38,969,18.485182178889733,0.26355948047604844,0.2276711163352668,17.699982224474393
10,25.513748227967017,51.784143250445666,367,35,1024,19.358537695544154,0.2135233290252483,0.22329782714846,84.2096153582367
10,24.96944523710596,53.75947311579703,385,40,928,17.02773416111012,0.24150421852210074,0.23759495826149069,80.54420423902444
10,24.77622979401326,52.77196610157901,324,37,1070,13.755616562487079,0.2574346228472167,0.2287122471188635,84.82947927081186
10,25.710530485888007,59.99,347,38,1027,19.11631496430849,0.2900058228815014,0.2351764935222434,72.84114282619213
10,24.652882680004527,50.01,383,45,1045,17.74034757206161,0.2487715225530953,0.214312551786548,25.065442130707588
10,24.565530239227837,58.23540886150616,322,38,1041,14.466542505619897,0.24164622286638213,0.24089925818264843,43.18006096983569
10,24.415009801672888,51.76588460526703,314,45,1080,16.819965351659388,0.23906506831604035,0.22343645725641847,75.39437347383901
10,25.397548441698888,53.281951100134684,394,45,981,16.837172972353983,0.20841220050457737,0.25542024718191814,54.03461316218177
10,25.072511003194396,52.11009155386455,343,36,1092,17.638617680049,0.2464501803856201,0.23461459834422912,41.670913844512164
10,24.361924415691973,59.99,395,36,1090,13.431424523317212,0.2669755834543016,0.22514585263508355,39.19755987336858
10,24.83007116270235,53.82169082364776,302,43,1039,14.390561299266036,0.23969613117838195,0.21319076622591154,75.69695741341798
10,24.996021901123534,54.352397721579365,315,41,919,13.120863539941816,0.24580095523736073,0.2153992172722743,33.38139984134314
10,24.6108199836144,56.34063052940946,329,42,1066,18.285806125575917,0.25064772255173384,0.2648703489830569,30.08894111718939
10,26.0,50.01,369,43,900,17.54317662378821,0.22918049119868264,0.2389395038211265,25.9351347346765
10,25.430750816040124,53.47860207185336,347,43,1068,13.097481473425562,0.2738333967346081,0.2463206912406023,19.63406856202556
10,25.48489023687203,56.42408439466093,339,45,1058,15.344554345081782,0.280757178108075,0.28098568045678074,46.92387573175117
10,24.78432640288895,59.99,373,43,979,18.23599791733543,0.23521912613036824,0.2671582359693983,23.508223055161274
10,26.0,56.798063419905525,365,40,944,16.334650884619663,0.2696099005245104,0.28481682858578106,67.40122360471017
10,24.945103330674726,56.51882340422472,397,45,1083,15.48889212701312,0.2,0.22594101303336384,74.00122950521528
10,25.261838493746247,51.86270919024563,377,44,979,13.717292539396064,0.23029683455889643,0.24580790064536281,3.3057638222815156
10,24.814278784978004,53.23853321768881,356,39,913,15.968520141027744,0.20901559312685664,0.260164006381396,23.71056711358807
10,25.18463195107528,54.33105887515681,391,41,1080,10.0,0.2868246629483941,0.274999586592653,2.5249074665444478
10,24.356339487152855,53.3936875764664,398,45,1048,10.0,0.2185259050327952,0.2369849423610014,2.6007920177729704
10,24.95325063709257,52.86795340514095,321,39,989,10.0,0.25067124289553455,0.2421806287682817,18.86268032050562
10,24.912008583674698,55.750049953755024,331,38,1046,15.072147066433306,0.24772638728997123,0.2729339651146,49.9133778754823
10,24.832132010246607,56.70504516172398,309,36,1070,16.26923920565711,0.2445937555493325,0.28504879003801614,52.038027761469806
10,24.649281161285785,53.26347585055643,383,41,917,10.0,0.25989647849559655,0.23784688871628262,43.460971149344985
10,25.291834054910165,56.15392645873362,397,40,1007,15.55383463465626,0.25922034469823474,0.26439659626965206,76.3465804961893
10,25.702807701500223,58.62206160543606,324,45,994,11.66846053165396,0.2427394631780373,0.2832641828537757,3.4075366116555568
10,25.18152810716867,55.44219188415143,354,39,992,11.797737496314465,0.3,0.29,37.346033381497506
10,24.977691986563688,52.55223399311895,370,35,1080,13.954558720031594,0.2898483452102668,0.22277509966263956,6.250521717693779
10,24.053114540569265,51.73540932379892,354,44,979,15.332397216174646,0.2732033506850499,0.2377840389961767,11.594924839970888
10,25.40554236995173,52.21299451584237,387,35,1003,11.318366186899368,0.22520349974431136,0.26483447141606575,55.07276097021511
10,25.387374741002414,50.85577731325058,390,36,1070,13.569444415389064,0.23010068951529747,0.2285998097992422,29.921991764240147
10,25.10118986275739,53.291184274944506,384,39,1063,16.631696491522277,0.24529509918374923,0.26186708138526377,75.20060725997402
10,26.0,55.37365886631236,366,38,905,18.630668887161306,0.29342677242379295,0.27077835273479994,1.3299844120027904
10,25.931820642486002,57.55458127800343,361,44,975,19.97,0.25940087468783724,0.23162205836623917,36.826944285073566
10,24.311598950521898,57.433599859725696,305,44,978,16.162599832123043,0.2512818814396076,0.21,69.4002796403536
10,25.241336809083183,55.36503838658975,331,36,951,13.703319608662248,0.253595571855764,0.2733285533465536,5.253142284061034
10,24.560388889295307,53.36024133644668,370,38,1064,13.064033246506675,0.22746941965022854,0.2349170286118661,39.46798778090478
10,25.278327476325963,55.088804238010674,333,44,926,14.712271428151224,0.2,0.2516452137822813,29.4516839193951
10,25.100058086717425,55.39602621037566,347,41,913,17.924291761635253,0.2511049802333475,0.29,39.64767290671308
10,25.34681488897104,54.70774359628222,394,35,1079,13.258785624476236,0.23286947832433413,0.29,40.150390775451186
10,24.906377871130246,55.7004043340358,307,35,925,17.683465962505448,0.23776637973639209,0.28035464225687207,66.25467640493972
10,24.969349935854524,51.579860766960735,321,36,925,17.40306197137944,0.2,0.24332957835465757,20.97765454560163
10,24.478078704414067,54.34704815101565,391,43,909,11.6880857188686,0.2486173872702513,0.29,63.21327871883352
10,25.086001500010674,57.43049572971746,389,39,1067,13.758115780568856,0.27137004720420166,0.26879237721653687,63.27176223172382
10,24.827329544470533,50.01,332,37,983,13.073629735405083,0.27121743319220737,0.24437267327858236,24.165184444037827
10,26.0,58.63154410064912,331,39,938,12.0311515267935,0.24028457461898445,0.2500219964868491,46.11762423887
10,25.80913467617331,54.13564023831229,369,43,1056,15.654439728430717,0.24924757825041663,0.22678924604162487,76.35916758218504
10,24.910093813161787,50.514989425569865,360,37,1066,11.493065387875747,0.23602296670591982,0.25818194327295485,34.55155878376826
10,24.277915629779717,52.308316331322715,330,43,1077,13.897694472491285,0.25118934418467315,0.29,40.99487298948084
10,25.290626306112493,58.75339340144336,353,37,1074,16.971540414163563,0.22453851540317638,0.2780619479732296,79.24820652551497
10,24.0,56.664179317633604,334,45,1079,16.705695048019077,0.2696009450109066,0.26156003542795997,11.162768067410486
10,24.159372633278885,56.94041187162414,330,43,956,17.021771860376134,0.2743979352540615,0.27957521508017796,28.842483227141003
10,24.695272145391446,57.1751730098486,306,36,1061,14.850077010826562,0.2699347303742786,0.24530175771211948,14.80339605051613
10,25.017020073472963,53.87914334224637,339,37,1041,10.0,0.2762741277663221,0.2477904650843819,25.627000993248455
10,25.39817093941649,51.57383679287564,366,39,1089,15.157350981037496,0.24191583122389726,0.2561882050736646,84.19740509269205
10,25.240740260830595,55.8556479974949,390,41,901,17.40036794367887,0.20524685234356385,0.28536168061103717,21.59471278582639
10,24.52776941599945,57.21088845526999,364,37,1033,19.016038878422183,0.24813513327487724,0.2704305700264628,57.81793734021048
10,24.947373432200674,54.915369126069855,329,44,961,15.623118521888257,0.2,0.24504608874390424,65.77899459456171
10,25.104715077034424,53.39980130097101,367,43,1047,14.261437877902653,0.25469873147667127,0.24554078076212132,43.76877116064254
10,25.246816815339514,56.34159473041297,330,42,1018,17.063644122933756,0.24910062282288237,0.23703323124625036,10.049651485382928
10,24.0,51.79452584874534,365,41,1045,12.674885307574922,0.2706596674125308,0.2809938114459156,2.2026894713185277
10,24.647245717111296,57.98041154436921,393,42,964,15.246535548614437,0.23912786488472454,0.25018551956062224,32.12898244705974
10,25.06567673888709,50.01,367,36,1050,17.29313918292773,0.2414737704254116,0.25079918557945585,46.15303079839341
10,24.756446826476008,54.48942677450447,319,39,1041,14.984208992276756,0.21557265093371994,0.2623115442979982,38.003187714070044
10,24.444221406785623,59.48550504309609,325,41,913,16.580344582971247,0.22161635056854462,0.273116422104278,77.25856456307477
10,24.0,57.252811861567395,380,43,1057,15.077082809465104,0.26079037297477803,0.28507064417307354,40.71960038173015
10,24.678392746081965,51.72010469227567,373,39,981,11.702909348390484,0.2286463447830901,0.2567157052100067,35.45396961726296
10,25.407608625568248,58.080471349183455,326,44,1060,15.399187094692278,0.24580601088253576,0.23312692928148118,35.53794887638919
10,24.0,54.018666843749465,351,42,1093,14.051348269740524,0.21978614775589622,0.2155763397566369,59.597779209858274
10,24.29121736462196,55.99487826902992,355,42,1067,17.54618064545328,0.2652974120119478,0.26244963186842407,23.604253205094906
10,25.062211252245728,56.157720994024935,357,41,942,13.385362999184402,0.25368764303346897,0.29,54.49487867007965
10,25.503651869841814,53.37548702152293,320,40,1063,19.97,0.2854669107422736,0.21,73.94265581060321
10,25.730231484703527,55.37745597107963,337,38,990,15.847261899291412,0.26155290731560327,0.2603832552099209,74.07227585053234
10,25.443396821347978,50.01,363,44,1011,10.630058736239512,0.23009156838280426,0.24442331276053156,49.79164137590475
10,24.596437962038205,54.14878193698506,323,36,1044,16.931704300342627,0.24957663000442953,0.23750131793499785,6.535092988763981
10,25.033649654654155,53.736740133982245,379,44,1053,15.711879641443398,0.22308120919098207,0.25825019762412493,83.54262650619276
10,25.067749557781916,53.69761821644778,324,45,1015,18.00305377304533,0.3,0.23593953638142048,32.286612258750814
10,24.57221556252536,57.627766205732314,340,37,947,10.336803463877592,0.2761977646776838,0.27489273205995324,35.89644922286878
10,25.03914128949574,53.65057136993172,386,41,1075,12.668012728190464,0.29097083766337883,0.21698307390511973,82.09521903109456
10,24.0,52.98763546235692,309,43,999,14.052770356325567,0.2454451816061119,0.29,70.35876428072844
10,25.180271522902586,54.81590002166299,338,39,946,11.116689481271454,0.25901198520690133,0.23858326111688355,44.334556496723934
10,25.508779914497914,53.06994633456251,397,45,1004,14.412335499241538,0.20915464960662833,0.29,8.152852189346994
10,25.338382739286537,58.09739561640983,315,35,910,13.851132753408303,0.24949513201603268,0.24453384173587994,80.62280910940713
10,25.86785858640961,56.393683041754564,323,38,1089,12.613688186579942,0.2738289114047266,0.26384866711082344,73.50180026874344
10,24.581242961930947,55.08358057399335,363,42,955,14.949396619458124,0.21811899593959383,0.26121184587403634,70.69154911319768
10,24.633189425564535,50.46673291427064,367,43,1051,13.68781224551314,0.25705606949701176,0.21,59.85107205748334
10,24.429006443794727,54.98488459321115,392,42,915,12.95829145481295,0.2770566199436232,0.29,33.66113212958227
10,24.80265253950149,52.35100735610316,322,35,977,13.794825749136763,0.24056228021254802,0.27424393687719545,68.9872096324339
10,24.49059318749734,54.550190721852665,332,43,1042,19.676892038287683,0.2,0.29,73.27007098257961
10,25.337359593110925,59.99,346,35,909,15.778310083768028,0.23589874660477525,0.22198277835135524,49.486405620312695
10,24.0,53.97750083972082,308,42,975,15.100896048842076,0.2290771634454056,0.21187031194461167,49.553766863125595
10,25.904227464341997,51.97638639256754,384,39,930,16.33236940906239,0.2206846227029539,0.21,6.699326379849772
10,25.355451924161887,54.555779646275326,325,35,1030,17.722426222809883,0.2577365588090926,0.2428038558697529,46.85554959738704
10,25.34076944833354,58.03756927746194,307,44,1033,11.537844833790121,0.25506985450202274,0.29,27.15655492747436
10,24.74066261839585,57.17421055897006,375,44,913,18.75625337747812,0.25654171493295624,0.25493653986989057,20.24572484206127
10,24.86446078121829,54.52364589898914,309,35,981,11.521776018891895,0.28690213796694164,0.27752487830830164,82.00805388899816
10,24.59465630257283,56.05979456231916,400,38,1019,13.835339849035186,0.3,0.2692473118099293,84.95230301615649
10,25.084009763713137,52.54988761535617,338,45,941,13.66044777685449,0.25826897179211283,0.21609101806341957,45.54757059169376
10,25.258958601956365,53.734556646030036,381,38,1086,14.29878856638786,0.26787269285555454,0.24712044219288584,1.0485940887462586
10,24.952027170235787,56.39742096044621,368,44,1039,19.97,0.24953360195251711,0.2340136967374022,70.2167507078406
10,24.746703405864707,51.10570110365414,333,43,917,12.905616615081312,0.267975252216657,0.24461921257304858,14.933471615932218
10,25.598331207821573,59.1921894752672,339,43,1078,13.392142256568222,0.2568203599921788,0.29,34.43323743928397
10,25.426027250404356,52.83446921448909,327,40,922,15.986416961483446,0.26565061176443966,0.2646731677611519,51.971574990552355
10,24.114569655703537,55.56378845262921,393,43,984,19.97,0.26557777207900346,0.24384872001578783,23.90016384294705
10,24.96678212830591,54.37978001709066,370,45,1059,17.034965196457332,0.2271704741995242,0.25532954793716384,48.069669624985934
10,24.0,56.67124833619379,340,37,1010,18.415794501474956,0.23067078348960715,0.25199261521112626,64.24603990402373
10,24.74530416668997,55.068595014669754,313,40,971,10.485089855115131,0.22940009438497314,0.26929454724029844,24.702115807882258
10,25.681930843558778,54.98214232217466,360,40,1004,13.137015652729552,0.25076805304281796,0.22853484734194482,60.78212152457401
10,24.713612418922967,56.59091666240175,329,38,950,19.394069301770408,0.24670509739935467,0.21,40.23150546557547
10,24.082332967260754,58.52070069896375,303,43,902,13.68890462407682,0.23042385615015387,0.2694986903946996,43.21818631912374
10,25.2288888687065,59.661184132243676,353,45,954,11.394650826465249,0.24153605255704527,0.2523729904831046,61.640962652759264
10,25.0057199855855,50.68902756462079,336,44,1030,16.229018555506364,0.2113404989286791,0.2322029861502186,6.881819768385503
10,25.291358793547797,50.94986336898759,358,40,1054,16.23881705080597,0.24130533840275992,0.2490463269116427,58.12516409238884
10,24.284772626666836,52.88112034935693,384,42,1061,16.895075274846608,0.29616959951203303,0.21,39.169576330182785
10,25.503622170393744,57.08229667379349,361,40,949,14.956235471821953,0.22657360648916594,0.24821035866322153,57.140289083009584
10,24.3540963820678,52.8502451617339,335,39,1085,10.96736847753065,0.24849280319686057,0.22108714596284867,1.818561917659765
10,25.534877714100453,54.04012518923143,317,40,906,14.316455431336959,0.2497197712059345,0.24854628347650887,61.43611288481189
10,25.365970335379014,50.01,393,44,1082,16.72685976422146,0.2574325864419901,0.2439066506524258,56.88217254460835
10,26.0,50.01,347,35,919,16.154193910898773,0.2600213886424008,0.27745568155949446,15.34085362919597
10,24.956379801129497,50.01,307,38,1085,15.073554048283844,0.29788190207154674,0.28248180582226207,47.9420481829387
10,25.686890019985768,51.55596706294727,326,36,1093,19.97,0.24683764671292988,0.23690498221693934,76.02217533759713
10,24.412168278483023,50.53194907525884,396,40,1066,12.509285149490207,0.2178301017260474,0.22597781697090952,5.03452569265741
10,24.158180700304854,54.54991623508689,358,41,1036,17.598239417795007,0.2728386062333318,0.26681474935456045,13.847679426199603
10,24.009560323301184,55.28982466597115,326,42,1029,16.279152928218423,0.2629065881647867,0.29,28.844961114558277
10,24.911882389199548,58.617810244454006,323,38,1004,10.0,0.22925515480466382,0.2165739308494641,43.84330018689262
10,25.04123834812817,53.12192227203643,393,36,1086,16.157358567422303,0.21314139193398765,0.29,10.503719954516358
10,25.447796943136822,53.53053523202551,359,40,935,14.26557102299332,0.24188385146975616,0.2500038881393044,4.976144770805242
10,25.166796789351302,53.91723402712457,398,36,1090,16.781974070025722,0.2969837932248359,0.28529208937311934,69.20564515345087
10,24.490795404487834,55.1449609159257,340,42,1058,17.078318652486285,0.24720949244631227,0.2472370840129475,84.85242797438744
10,24.766861151539292,52.72674714857327,350,44,927,11.553023004729468,0.21676179304027215,0.2468969879284114,74.74074501170873
10,24.220471346678526,59.99,314,37,1083,18.35289396386949,0.22918358669389285,0.24268463759005285,7.618350023115884
10,24.103390303382582,54.55852112099847,398,42,1024,12.944374600989505,0.23613209574633054,0.2526336465447426,56.66587658892982
10,25.065671128793255,57.637596302465525,320,42,1058,11.658107644454537,0.26072967247451917,0.28859339252513405,56.94182774688906
10,24.670451431333298,56.50336811566959,328,45,1025,14.059089345974593,0.23661568724156046,0.24022666276906704,39.236119063678885
10,25.094577941070572,50.27756716561959,314,38,900,10.632495231712582,0.28568758055581434,0.2816767759373602,65.5198709975182
10,25.406661303879147,55.85877204095858,351,37,921,12.030170228653661,0.2,0.23691365344457885,77.63589826300573
10,24.888472589698285,54.82931889799977,355,35,989,14.827258958597136,0.21329502613904658,0.2500142353969963,57.8481662017367
10,24.46502495320701,53.70145325883907,318,42,1081,14.228526268667009,0.23477612061342415,0.2304636349466505,65.12471574989988
10,24.04029551882297,52.45081893983177,368,37,1096,15.62248565881925,0.23709966667480908,0.2552891998270902,52.603210038754185
10,25.572249428082255,51.100055749619735,394,37,1070,15.229927999100731,0.3,0.27399108781138604,24.91194761897785
10,25.694170645201165,51.875179517207826,318,41,1045,15.652434525586978,0.2641487457275774,0.2709147786736618,56.26554835815671
10,25.2741639092761,56.68275164190811,378,45,1030,11.923067716837878,0.21952837617202647,0.23594279189940648,66.8900283931359
10,25.004440909574477,57.1166870629891,396,44,947,16.9507392530543,0.22180222124094937,0.24316376706208942,77.44875697356618
10,26.0,57.986404358027364,330,38,961,11.554954831853047,0.2059755979181812,0.2748699426751339,41.063092946826835
10,24.427940612402665,51.61279701922233,382,43,1049,19.845778796107954,0.3,0.26802740195032065,14.606494155119215
10,24.67691216015523,53.68143804835137,307,42,1012,14.867897217105625,0.23050152530522597,0.24189907919996873,59.87862175124974
10,24.926446111658226,54.60036261996465,343,39,1020,19.97,0.2603858847030424,0.24517037757268953,4.868387377900413
10,24.156866227977268,54.44251879366848,399,43,926,12.943757574377676,0.21412940338867956,0.27087545509724176,46.04376507921707
10,24.390848112741196,59.23412633912134,390,41,959,12.314036873664262,0.22187761067331305,0.2453838559487498,73.3702656895277
10,24.893669882047586,52.66478219935955,335,40,904,16.19078186083209,0.2514881748700109,0.2106174398901032,27.529739846554094
10,25.006186817636642,56.28282270055207,383,45,1072,13.590366371716474,0.23729031129868206,0.289496416164355,3.5115624794537244
10,24.51090071766654,59.204232801733035,319,39,945,14.058596030569415,0.2177197030320812,0.2337261811129633,38.13059649203355
10,24.113343890154077,58.48205547918302,349,41,1035,12.64587749466636,0.2947930902944772,0.25716317531634464,56.214411585643695
10,25.114910132899173,56.358679584188174,396,37,920,11.863240978816954,0.26796548655239144,0.26322124819045556,4.5188177321485
10,24.63254979694533,55.50159818077167,310,37,903,12.53700309286588,0.2522992789706573,0.2173508485341045,27.73901038649125
10,24.572777851307077,54.9392719482576,377,39,936,13.439722390814502,0.3,0.26369891323611205,44.15782648160909
10,25.76401147889068,56.927173344900545,314,40,1071,11.790663313991365,0.25292446320666045,0.26652785890535685,20.76742176683794
10,25.486942511201796,57.74442292149616,349,42,1052,15.289989439829016,0.27390860674787443,0.2849627776792765,30.715382172706736
10,26.0,54.69188503576646,333,44,994,12.328962422781295,0.28926590885815096,0.27200212745890034,15.102247764798458
10,25.003039674950266,54.74152301621464,388,37,1044,10.090061375440701,0.27716305973434724,0.21787106416471255,17.54351014219031
10,25.13237720566996,58.331957798366865,339,41,901,14.11322825371161,0.2739458275335257,0.23557425043386976,53.91534390421548
10,24.98212123406275,51.69983538442192,347,43,998,15.222677692088345,0.22081690809924684,0.23702414824584073,43.16891640610133
10,24.003503200794714,59.99,338,43,979,14.534325635663185,0.2666312066634843,0.23527701216177424,56.313946315413396
10,25.493513555664173,56.62370159051742,320,41,1065,17.518970760491257,0.25859878111143997,0.23624392942247316,52.775031923805265
10,24.554950163298134,50.01,400,35,970,13.776947936489504,0.27661826076627943,0.2487968980458364,32.30392431792567
10,24.742271999630116,58.24644925942464,328,36,1009,17.158455391082992,0.26322219817795556,0.23509788558609188,80.47627475815769
10,25.844697672667024,53.68142663111697,337,44,1072,14.456541314090604,0.2219963744067464,0.2589210270032987,45.77823207319782
10,25.245221155855212,51.91133124171156,359,43,1068,19.97,0.26262406102529506,0.27521803708083026,82.58411340644454
10,25.065031707252412,53.3357281484938,365,37,1013,14.0449958777198,0.25732118053011743,0.26862638655020343,0.6284212812137635
10,24.593923923176376,59.99,338,39,916,16.16461144427853,0.2637651548645678,0.22665972428173342,2.0049742752092072
10,25.195862321845123,53.66233485556388,318,41,936,18.072479333319336,0.2458957518317505,0.21274240941925265,33.16637531638246
10,25.16797853172181,54.66121804109232,386,39,1084,16.344820538077954,0.2,0.24237217728092006,17.605320159180284
10,25.58290945307316,53.84206212411929,374,43,1060,15.568738817149418,0.2418978262902982,0.24620270517940998,9.33428918954296
10,24.92335432283677,57.444646326235905,348,38,1003,13.049273142221105,0.2424060943432569,0.2635301684140679,19.978774719855835
10,26.0,52.374339434316795,391,45,1068,11.403613875556644,0.24698264878641368,0.2554295278865972,13.542742203482119
10,24.965261957292952,56.61881054049161,371,35,982,14.244092647276041,0.2245505429813853,0.26604815932625486,17.58722186342101
10,24.36763694683097,51.316314187429,352,43,1066,17.52146691571711,0.21162650829576898,0.24953008316256217,49.61536632682265
10,24.854450451541837,56.01275435167103,337,43,1023,12.833733081364619,0.24790038383237525,0.22034548490087189,58.05346839170077
10,24.91567225316978,51.693923751359854,312,35,978,14.812911698825618,0.24292753699293068,0.24679605646524827,14.758455189925698
10,25.40762639480291,54.34368586115721,384,35,940,15.999683830478189,0.2606731938231323,0.2610378206337788,82.90408345238313
10,24.63369766588472,51.42421619814377,330,40,1053,13.978004405477739,0.2249159457210145,0.21,13.06914973335955
10,24.557575937579013,50.01,319,41,1099,14.518503765452733,0.24453583024950873,0.21,67.71176667847143
10,24.990511906184576,53.0257844698934,370,44,1070,17.576162311559344,0.24688207913862123,0.2875231230608594,81.85286163135648
10,25.429251559117763,58.9359843757331,322,41,967,15.91047251617423,0.26476919577617203,0.23204683342513768,22.177642533168484
10,25.36477593536631,55.7253487518586,315,43,1036,15.305960319658217,0.20556185931963394,0.2652266595379638,0.5211359284582889
10,24.961552368774008,51.72307907687333,398,44,949,19.97,0.2381330393705903,0.27236539927502024,37.21118789487853
10,26.0,57.528178319583674,330,36,1008,14.497275329642207,0.23795321749629428,0.21,74.18769016175611
10,24.762159010988086,56.46332434238176,364,36,932,16.61838194045934,0.23651910881381522,0.24034767649289385,54.7765293799399
10,26.0,54.34910297247012,326,45,1056,14.600376692490405,0.2340391335339687,0.26817940567982756,53.287014705554554
10,25.113836247435273,52.933808366699715,307,40,1089,17.397921351076995,0.21615117709201276,0.25069853496818645,51.39217113546271
10,24.928905933703003,52.731599389764604,380,44,958,19.97,0.25035843498268817,0.2614196105421638,1.2419828442208942
10,25.663984441004686,59.99,380,37,987,16.813363861586346,0.246526445214934,0.26743130405387255,1.219700465054812
10,25.419071643302946,59.02359404811989,357,44,1027,14.752998595969855,0.22477034874815838,0.2338566061875804,77.44831609342094
10,24.857171496660566,59.54403198295891,352,36,1001,11.64514981819737,0.25390565312142915,0.2553326479585637,36.98512802930789
10,24.997878367485214,55.27590601647727,359,39,927,10.716925738259302,0.2542219630673639,0.2483923473372272,54.73143304969041
